m#node	C#degree	C#pagerank	C#clustering	C#closeness	C#betweenness	D#leiden	D#infomap	cD#class
Colette Lewiner	0.003521	0.000640	1.000000	0.081140	0.000000	2	9	2
Elisabeth Harstad	0.006338	0.001042	0.444444	0.093726	0.004208	2	9	2
Henry Haywood Hamilton	0.003521	0.000640	1.000000	0.081140	0.000000	2	9	1
Mark Steven Leonard	0.003521	0.000640	1.000000	0.081140	0.000000	2	9	1
Vicki Ruth Messer	0.003521	0.000640	1.000000	0.081140	0.000000	2	9	2
Benjamin John Latimer Stanway	0.002817	0.000576	1.000000	0.091795	0.000000	5	2	1
Erik Klausen	0.002817	0.000576	1.000000	0.091795	0.000000	5	2	1
Hege Wullum	0.002817	0.000576	1.000000	0.091795	0.000000	5	2	2
Olav Fjell	0.002817	0.000576	1.000000	0.091795	0.000000	5	2	1
Benjamin Schei	0.005634	0.000664	1.000000	0.006901	0.000000	21	12	1
Brynjar Kristian Forbergskog	0.005634	0.000664	1.000000	0.006901	0.000000	21	12	1
Ola Dybvik	0.005634	0.000664	1.000000	0.006901	0.000000	21	12	1
Paul Birger Torgnes	0.005634	0.000664	1.000000	0.006901	0.000000	21	12	1
Peggy Finboe	0.005634	0.000664	1.000000	0.006901	0.000000	21	12	2
Sonja Sundgot Johansen	0.005634	0.000664	1.000000	0.006901	0.000000	21	12	2
Stein Andre Herigstad Olsen	0.005634	0.000664	1.000000	0.006901	0.000000	21	12	1
Bente Iren Falch-Larsen	0.001408	0.000704	1.000000	0.001408	0.000000	97	88	2
Fabian Tobias Falch-Larsen	0.001408	0.000704	1.000000	0.001408	0.000000	97	88	1
Helle Cecilie Lauvstad	0.001408	0.000704	1.000000	0.001408	0.000000	97	88	2
Eva Birgitta Persson	0.004225	0.000619	1.000000	0.100372	0.000000	7	2	2
Liv Monica Bargem Stubholt	0.004225	0.000619	1.000000	0.100372	0.000000	7	2	2
Tito Botelho Martins Junior	0.004225	0.000619	1.000000	0.100372	0.000000	7	2	1
Benthe Elisabeth Løvenskiold Kveseth	0.001408	0.000704	1.000000	0.001408	0.000000	98	89	2
Nils Johannes Vanebo	0.001408	0.000704	1.000000	0.001408	0.000000	98	89	1
Odd Henrik Vanebo	0.001408	0.000704	1.000000	0.001408	0.000000	98	89	1
Berge Gerdt Larsen	0.007042	0.000990	0.466667	0.113338	0.005447	5	2	2
Erik Johan Frydenbø	0.002817	0.000526	1.000000	0.099922	0.000000	5	2	1
Hege Sjo	0.010563	0.001268	0.409524	0.116402	0.008400	5	4	2
Maria Moræus Hanssen	0.008451	0.001036	0.454545	0.116033	0.008904	0	5	2
Marit Kristin Instanes	0.005634	0.000962	0.428571	0.106906	0.003763	5	2	2
Sjur Storaas	0.002817	0.000526	1.000000	0.099922	0.000000	5	2	1
Tore Lilloe-Olsen	0.005634	0.000705	0.785714	0.115875	0.000562	5	4	1
Unni Fossberg Tefre	0.004225	0.000855	0.466667	0.099961	0.001689	5	2	2
Berit Hofvander	0.001408	0.000704	1.000000	0.001408	0.000000	99	90	2
Tor Haddeland	0.001408	0.000704	1.000000	0.001408	0.000000	99	90	1
Vidar Iversen	0.001408	0.000704	1.000000	0.001408	0.000000	99	90	1
Gian Angelo Perrucci	0.002817	0.000576	1.000000	0.084138	0.000000	8	8	1
Lourdes Patricia De Las Mercedes Guerra	0.002817	0.000576	1.000000	0.084138	0.000000	8	8	2
Mårten Rød	0.002817	0.000576	1.000000	0.084138	0.000000	8	8	1
Thor Håkstad	0.002817	0.000576	1.000000	0.084138	0.000000	8	8	1
Berit Rynning	0.002817	0.000519	1.000000	0.099245	0.000000	2	9	2
Dionne Rochelle Chouest	0.002817	0.000519	1.000000	0.099245	0.000000	2	9	2
Morten Ulstein	0.002817	0.000519	1.000000	0.099245	0.000000	2	9	1
Øivind Lund	0.005634	0.000924	0.428571	0.103037	0.004223	2	9	1
Berit Sørland Wennersberg	0.002817	0.000573	1.000000	0.004401	0.000000	22	13	2
Rolf Waldemar Karlsen	0.002817	0.000573	1.000000	0.004401	0.000000	22	13	1
Svein Tømmerdal	0.002817	0.000573	1.000000	0.004401	0.000000	22	13	1
Vegard Sævik	0.002817	0.000573	1.000000	0.004401	0.000000	22	13	1
Berit Stokke	0.004930	0.000826	0.571429	0.077601	0.000224	4	7	2
Lars Tronsgaard	0.002817	0.000503	1.000000	0.077215	0.000000	4	7	1
Per Samuelsen	0.002817	0.000509	1.000000	0.077437	0.000000	4	7	1
Peter Andreas Behncke	0.002817	0.000503	1.000000	0.077215	0.000000	4	7	1
Bjarte Henry Bruheim	0.005634	0.000887	0.428571	0.123232	0.021121	12	0	1
Jeffrey Alan Harris	0.002817	0.000478	1.000000	0.120028	0.000000	12	0	1
Berit Vardenær Hertz	0.004225	0.000583	1.000000	0.106683	0.000000	10	4	2
Eva Von Hirsch	0.012676	0.001750	0.222222	0.118174	0.030421	10	4	2
John Olof Niclas Ljungblom	0.004225	0.000583	1.000000	0.106683	0.000000	10	4	1
Leiv Grønnevet	0.004225	0.000583	1.000000	0.106683	0.000000	10	4	1
Trine Sæther Romuld	0.004225	0.000583	1.000000	0.106683	0.000000	10	4	2
Bernt Olufsen	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	1
Brigitta Monica Caneman	0.009859	0.001170	0.472527	0.093846	0.006710	0	5	2
Christian Ringnes	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	1
Eva Merete Søfelde Berneke	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	2
Karl Christian Agerup	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	1
Lena Marianne Falk	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	2
Marie Elisabeth Ehrling	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	2
Morten Georg Jørgensen Lia	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	1
Ole Jacob Sunde	0.005634	0.000686	1.000000	0.081269	0.000000	0	5	1
Bernt Reitan	0.007746	0.001095	0.490909	0.104041	0.004641	2	9	1
Bjørn Margido Wiggen	0.004930	0.000690	1.000000	0.101486	0.000000	2	9	1
Helene Margareta Vibbleus Bergquist	0.004930	0.000690	1.000000	0.101486	0.000000	2	9	2
Hilde Merete Aasheim	0.002817	0.000491	1.000000	0.093640	0.000000	2	9	2
Hilde Myrberg	0.004930	0.000690	1.000000	0.101486	0.000000	2	9	2
Leiv Lea Nergaard	0.002817	0.000491	1.000000	0.093640	0.000000	2	9	1
Mimi Kristine Berdal	0.023944	0.003275	0.131907	0.121278	0.035013	2	9	2
Odd Christopher Hansen	0.004930	0.000690	1.000000	0.101486	0.000000	2	9	1
Svein Tore Holsether	0.004930	0.000690	1.000000	0.101486	0.000000	2	9	1
Tore Schiøtz	0.004930	0.000690	1.000000	0.101486	0.000000	2	9	1
Bernt Stilluf Karlsen	0.001408	0.000704	1.000000	0.001408	0.000000	100	91	1
Linni Tiller	0.001408	0.000704	1.000000	0.001408	0.000000	100	91	2
Pål Torleif Raaum	0.001408	0.000704	1.000000	0.001408	0.000000	100	91	1
Bernt Theodor Walther	0.002817	0.000528	1.000000	0.090819	0.000000	0	5	1
John Afseth	0.004225	0.000857	0.466667	0.090851	0.001689	0	5	1
Theresa Comiskey Olsen	0.005634	0.001040	0.428571	0.090883	0.003371	0	5	2
Bertel Otto Steen	0.006338	0.000924	0.500000	0.105086	0.012728	15	10	1
Frode Sigurd Berg	0.002113	0.000391	1.000000	0.098652	0.000000	18	10	1
Gudmund Joar Bratrud	0.004225	0.000615	1.000000	0.096771	0.000000	15	10	1
Jacob Andreas Møller	0.004225	0.000615	1.000000	0.096771	0.000000	15	10	1
Live Bertha Haukvik Aker	0.009859	0.001217	0.472527	0.108307	0.014478	15	10	2
Mari Line Myren	0.004225	0.000615	1.000000	0.096771	0.000000	15	10	2
Marit Røed Ødegaard	0.006338	0.000949	0.500000	0.101445	0.014828	18	3	2
Sissel Grefsrud	0.007746	0.001130	0.454545	0.096862	0.004208	15	10	2
Sverre Stavseth	0.004225	0.000615	1.000000	0.096771	0.000000	15	10	1
Bettina Banoun	0.003521	0.000586	1.000000	0.086877	0.000000	6	0	2
Diderik Børsting Schnitler	0.006338	0.000984	0.444444	0.098142	0.002819	6	0	1
Helen Juell	0.003521	0.000586	1.000000	0.086877	0.000000	6	0	2
Morten Wilhelm Wilhelmsen	0.003521	0.000586	1.000000	0.086877	0.000000	6	0	1
Odd Rune Austgulen	0.003521	0.000586	1.000000	0.086877	0.000000	6	0	1
Bijan Mossavar Rahmani	0.002817	0.000523	1.000000	0.100510	0.000000	5	2	1
Gunnar Hirsti	0.005634	0.000954	0.428571	0.108998	0.004329	5	2	1
Shelley Margaret Watson	0.002817	0.000523	1.000000	0.100510	0.000000	5	2	2
Bill Schjelderup	0.002817	0.000515	1.000000	0.097600	0.000000	8	8	1
Gaute Simen Gravir	0.003521	0.000641	0.700000	0.097619	0.000001	8	8	1
Janicke Førde	0.002817	0.000515	1.000000	0.097600	0.000000	8	8	2
Jostein Refsnes	0.002817	0.000515	1.000000	0.097600	0.000000	8	8	1
Birger Magnus	0.008451	0.001065	0.454545	0.105108	0.007497	0	5	1
Birgitte Nielsen	0.004225	0.000577	1.000000	0.093709	0.000000	0	5	2
Christina Susanna Marianne Jonsson	0.004225	0.000580	1.000000	0.102031	0.000000	0	5	2
Hans Kristian Rød	0.006338	0.000849	0.500000	0.109487	0.003603	0	5	1
Heidi Skaaret	0.004225	0.000577	1.000000	0.093709	0.000000	0	5	2
John Staunsbjerg Dueholm	0.004225	0.000577	1.000000	0.093709	0.000000	0	5	1
Jon Arnt Jacobsen	0.004225	0.000577	1.000000	0.093709	0.000000	0	5	1
Kristin Bjella	0.004225	0.000580	1.000000	0.102031	0.000000	0	5	2
Odd Håkon Hoelsæter	0.004225	0.000580	1.000000	0.102031	0.000000	0	5	1
Ole Ertvaag	0.004225	0.000580	1.000000	0.102031	0.000000	0	5	1
Birger Nergaard	0.002817	0.000524	1.000000	0.097211	0.000000	14	0	1
Gustave Brun-Lie	0.002817	0.000524	1.000000	0.097211	0.000000	14	0	1
Marianne Aamodt	0.002817	0.000524	1.000000	0.097211	0.000000	14	0	2
Ragnar Horn	0.002817	0.000524	1.000000	0.097211	0.000000	14	0	1
Birgitte Nordvik	0.002817	0.000704	1.000000	0.002817	0.000000	60	49	2
Geir Worum	0.002817	0.000704	1.000000	0.002817	0.000000	60	49	1
Herdis Meldahl	0.002817	0.000704	1.000000	0.002817	0.000000	60	49	2
Lars Christian Christensen	0.002817	0.000704	1.000000	0.002817	0.000000	60	49	1
Marianne Hinna Fjogstad	0.002817	0.000704	1.000000	0.002817	0.000000	60	49	2
Birte Noer Borrevik	0.001408	0.000462	1.000000	0.002817	0.000000	28	19	2
Kjetil Bakken	0.001408	0.000462	1.000000	0.002817	0.000000	28	19	1
Birte Norheim	0.001408	0.000704	1.000000	0.001408	0.000000	101	92	2
Jan Erik Tveteraas	0.001408	0.000704	1.000000	0.001408	0.000000	101	92	1
Oskar Mykland	0.001408	0.000704	1.000000	0.001408	0.000000	101	92	1
Bjarne Borgersen	0.002817	0.000594	1.000000	0.088452	0.000000	5	2	1
Brita Eilertsen	0.005634	0.001026	0.428571	0.103641	0.003371	5	2	2
Mette Kristin Andersen	0.002817	0.000594	1.000000	0.088452	0.000000	5	2	2
Torbjørn Lindrup Bjørklund	0.002817	0.000594	1.000000	0.088452	0.000000	5	2	1
Tormod Schartum	0.002817	0.000594	1.000000	0.088452	0.000000	5	2	1
Bjarte Fagerås	0.003521	0.000534	1.000000	0.107332	0.000000	2	9	1
John Anthony Howell	0.003521	0.000534	1.000000	0.107332	0.000000	2	9	1
Ole Christen Wiborg	0.003521	0.000534	1.000000	0.107332	0.000000	2	9	1
Ole Nygaard	0.003521	0.000534	1.000000	0.107332	0.000000	2	9	1
Kathleen Ruth Arthur	0.002817	0.000496	1.000000	0.105324	0.000000	12	0	2
Odd Næss	0.002817	0.000496	1.000000	0.105324	0.000000	12	0	1
Bjarte Røyrvik	0.001408	0.000372	1.000000	0.084541	0.000000	20	0	1
Børre Loe Nordheim-Larsen	0.005634	0.001012	0.428571	0.098349	0.002355	20	0	1
Inge Sørum	0.001408	0.000372	1.000000	0.084541	0.000000	20	0	1
Bjørn Ågotnes	0.004225	0.000575	1.000000	0.129886	0.000000	9	6	1
Henrik August Christensen	0.008451	0.001234	0.333333	0.132540	0.028463	9	6	1
Ingun Stray Schmidt	0.007746	0.001000	0.545455	0.130615	0.005211	9	6	2
Kristine Solberg Hjermann	0.004225	0.000575	1.000000	0.129886	0.000000	9	6	2
Patrick Sandahl	0.010563	0.001357	0.295238	0.140422	0.073448	9	6	1
Bjørn Arnestad	0.002817	0.000456	1.000000	0.110360	0.000000	7	2	1
Kristine Landmark	0.009155	0.001321	0.282051	0.118037	0.022882	3	2	2
Torfinn Kildal	0.002817	0.000456	1.000000	0.110360	0.000000	7	2	1
Bjørn Arve Ofstad	0.004225	0.000642	1.000000	0.089129	0.000000	18	3	1
Elisabeth Krokeide	0.008451	0.001202	0.454545	0.089222	0.005044	18	3	2
Jarle Kjell Roth	0.004225	0.000642	1.000000	0.089129	0.000000	18	3	1
Karen Helene Ulltveit-Moe	0.004930	0.000743	0.761905	0.089144	0.000211	18	3	2
Kjell Erik Almskog	0.004225	0.000642	1.000000	0.089129	0.000000	18	3	1
Bjørn Asp	0.001408	0.000326	1.000000	0.100946	0.000000	2	9	1
Jon Andreas Elde	0.001408	0.000326	1.000000	0.100946	0.000000	2	9	1
Bjørn Dahle	0.002817	0.000593	1.000000	0.066849	0.000000	17	11	1
Frode Alhaug	0.005634	0.001010	0.428571	0.075176	0.003371	17	11	1
John Arild Ertvaag	0.002817	0.000593	1.000000	0.066849	0.000000	17	11	1
Mari Trønnblom Skjærstad	0.002817	0.000593	1.000000	0.066849	0.000000	17	11	2
Martha Kold Bakkevig	0.002817	0.000593	1.000000	0.066849	0.000000	17	11	2
Bjørn Edvart Kristiansen	0.001408	0.000704	1.000000	0.001408	0.000000	102	93	1
Hanne Karoline Kræmer	0.001408	0.000704	1.000000	0.001408	0.000000	102	93	2
Karianne Guttormsen Olsen	0.001408	0.000704	1.000000	0.001408	0.000000	102	93	2
Bjørn Eie Henriksen	0.004930	0.000992	0.523810	0.079380	0.005044	3	4	1
Elisabeth Aarvaag	0.003521	0.000713	1.000000	0.070173	0.000000	3	4	2
Jon Grude Gjedebo	0.004225	0.000861	0.733333	0.070182	0.000422	3	4	1
Karl Henrik Hallin	0.003521	0.000713	1.000000	0.070173	0.000000	3	4	1
Kristin Solheim Genton	0.001408	0.000353	1.000000	0.079307	0.000000	3	4	2
Oddvar Frigstad	0.003521	0.000713	1.000000	0.070173	0.000000	3	4	1
Tore Gjedebo	0.004225	0.000861	0.733333	0.070182	0.000422	3	4	1
Trond Brandsrud	0.002817	0.000599	0.333333	0.091239	0.006710	3	4	1
Bjørn Einar Fische	0.002817	0.000704	1.000000	0.002817	0.000000	61	50	1
Charlotte Fische	0.002817	0.000704	1.000000	0.002817	0.000000	61	50	2
Pernille Fische	0.002817	0.000704	1.000000	0.002817	0.000000	61	50	2
Stig Fische	0.002817	0.000704	1.000000	0.002817	0.000000	61	50	1
Therese Fische	0.002817	0.000704	1.000000	0.002817	0.000000	61	50	2
Bjørn Elvestad	0.001408	0.000404	1.000000	0.061892	0.000000	4	7	1
Malin Birgitta Af Petersens	0.001408	0.000404	1.000000	0.061892	0.000000	4	7	2
Bjørn Erik Lippestad	0.002817	0.000532	1.000000	0.083453	0.000000	9	6	1
Erik Marthon Olsen	0.002817	0.000532	1.000000	0.083453	0.000000	9	6	1
Jone Idsøe	0.002817	0.000532	1.000000	0.083453	0.000000	9	6	1
Bjørn Erik Næss	0.004225	0.000634	1.000000	0.097526	0.000000	3	2	1
Cathrine Klouman	0.004225	0.000634	1.000000	0.097526	0.000000	3	2	2
Karin Bing Orgland	0.004225	0.000634	1.000000	0.097526	0.000000	3	2	2
Lars Erik Rosén	0.004225	0.000634	1.000000	0.097526	0.000000	3	2	1
Rune Bjerke	0.004225	0.000634	1.000000	0.097526	0.000000	3	2	1
Rune Selmar	0.007746	0.001092	0.454545	0.108721	0.004409	3	2	1
Tove Elisabeth Pettersen	0.006338	0.000901	0.500000	0.107512	0.004265	3	2	2
Bjørn Erik Reinseth	0.001408	0.000704	1.000000	0.001408	0.000000	103	94	1
Dagfinn Teigland	0.001408	0.000704	1.000000	0.001408	0.000000	103	94	1
Jan Peter Sunde	0.001408	0.000704	1.000000	0.001408	0.000000	103	94	1
Liv Berstad	0.002113	0.000504	1.000000	0.062094	0.000000	4	7	2
Marianne Wergeland Jenssen	0.002113	0.000504	1.000000	0.062094	0.000000	4	7	2
Bjørn Ivar Carlsen	0.001408	0.000704	1.000000	0.001408	0.000000	104	95	1
Hanne Halén	0.001408	0.000704	1.000000	0.001408	0.000000	104	95	2
Hølje Tefre	0.001408	0.000704	1.000000	0.001408	0.000000	104	95	1
Bjørn Ivar Flatgård	0.005634	0.000927	0.428571	0.109487	0.009696	5	4	1
Gustav Witzøe	0.002817	0.000535	1.000000	0.096063	0.000000	5	4	1
Helle Kruse Nielsen	0.002817	0.000479	1.000000	0.106661	0.000000	5	4	2
Randi Eidsmo Reinertsen	0.002817	0.000535	1.000000	0.096063	0.000000	5	4	2
Synnøve Grinnen Ervik	0.002817	0.000535	1.000000	0.096063	0.000000	5	4	2
Tore Heldrup Rasmussen	0.002817	0.000479	1.000000	0.106661	0.000000	5	4	1
Wenche Nelly Albertina Rolfsen Sandsborg	0.005634	0.000898	0.428571	0.112616	0.008357	5	5	2
Bjørn Kaldhol	0.001408	0.000704	1.000000	0.001408	0.000000	105	96	1
Gisle Halvorsen	0.001408	0.000704	1.000000	0.001408	0.000000	105	96	1
May Britt Manin	0.001408	0.000704	1.000000	0.001408	0.000000	105	96	2
Bjørn Maaseide	0.004930	0.000743	1.000000	0.005417	0.000000	23	14	1
Elisabeth Line Saupstad	0.004930	0.000743	1.000000	0.005417	0.000000	23	14	2
Finn Einar Krogh	0.004930	0.000743	1.000000	0.005417	0.000000	23	14	1
Ingebjørg Storeide Folgerø	0.004930	0.000743	1.000000	0.005417	0.000000	23	14	2
Kurt Steinar Helland	0.004930	0.000743	1.000000	0.005417	0.000000	23	14	1
Ole Rugland	0.004930	0.000743	1.000000	0.005417	0.000000	23	14	1
Ragny Bergesen	0.007042	0.001136	0.533333	0.007042	0.000021	23	14	2
Ulf Karlsen	0.004930	0.000743	1.000000	0.005417	0.000000	23	14	1
Bjørn Mikael Broberg	0.002817	0.000480	1.000000	0.110670	0.000000	10	6	1
Karin Magdalena Kvarnemar Gjefle	0.002817	0.000480	1.000000	0.110670	0.000000	10	6	2
Timothy Storrs Jenks	0.002817	0.000480	1.000000	0.110670	0.000000	10	6	1
Bjørn Olaf Bratz	0.001408	0.000530	1.000000	0.003169	0.000000	24	16	1
Liv Randi Høydahl Ohme	0.004930	0.001642	0.190476	0.005186	0.000024	24	16	2
Per Anders Elind	0.001408	0.000530	1.000000	0.003169	0.000000	24	16	1
Bjørn Walle	0.002113	0.000704	1.000000	0.002113	0.000000	82	73	1
Ingun Ranneberg-Nilsen	0.002113	0.000704	1.000000	0.002113	0.000000	82	73	2
Marianne Broholm Einarsen	0.002113	0.000704	1.000000	0.002113	0.000000	82	73	2
Per Kumle	0.002113	0.000704	1.000000	0.002113	0.000000	82	73	1
Bo Magnus Jonsson	0.002817	0.000473	1.000000	0.099650	0.000000	0	5	1
Margit Ulla-Britt Gunhild Fräjdin Hellqvist	0.002817	0.000473	1.000000	0.099650	0.000000	0	5	2
Bodil Marie Berg	0.002113	0.000704	1.000000	0.002113	0.000000	83	74	2
Marianne Katrine Lindboe Ramstad Malone	0.002113	0.000704	1.000000	0.002113	0.000000	83	74	2
Sverre Tore Evensen	0.002113	0.000704	1.000000	0.002113	0.000000	83	74	1
Tor Fredrik Kielland	0.002113	0.000704	1.000000	0.002113	0.000000	83	74	1
Bodil Palma Hollingsæter	0.005634	0.000695	1.000000	0.104678	0.000000	15	10	2
Christian Berg	0.005634	0.000695	1.000000	0.104678	0.000000	15	10	1
Geir Oddvar Bergvoll	0.005634	0.000695	1.000000	0.104678	0.000000	15	10	1
Mikael Voss Mogensen	0.005634	0.000695	1.000000	0.104678	0.000000	15	10	1
Tone Cathrine Lunde Bakker	0.005634	0.000695	1.000000	0.104678	0.000000	15	10	2
Tor Arild Østbø	0.005634	0.000695	1.000000	0.104678	0.000000	15	10	1
Borgny Eidesvik	0.003521	0.000704	1.000000	0.003521	0.000000	44	35	2
Jakob Bleie	0.003521	0.000704	1.000000	0.003521	0.000000	44	35	1
Kjell Erik Jacobsen	0.003521	0.000704	1.000000	0.003521	0.000000	44	35	1
Kolbein Kåre Rege	0.003521	0.000704	1.000000	0.003521	0.000000	44	35	1
Lars Eidesvik	0.003521	0.000704	1.000000	0.003521	0.000000	44	35	1
Monica Havskjold	0.003521	0.000704	1.000000	0.003521	0.000000	44	35	2
Endre Storløkken	0.004930	0.000844	0.428571	0.094053	0.001718	20	0	1
Helge Engum Havskjold	0.004225	0.000703	0.733333	0.098312	0.000666	20	0	1
Mette Krogsrud	0.004225	0.000703	0.733333	0.098312	0.000666	20	0	2
Stig Andreas Dalen	0.002817	0.000516	1.000000	0.087396	0.000000	20	0	1
Dirk Blaauw	0.002817	0.000518	1.000000	0.103557	0.000000	5	2	1
Elen Bente Loe	0.006338	0.000973	0.444444	0.121135	0.008082	5	2	2
Per Kyllingstad	0.002817	0.000518	1.000000	0.103557	0.000000	5	2	1
Britt Mjellem	0.002817	0.000424	1.000000	0.081127	0.000000	1	3	2
Helge Arvid Møgster	0.004930	0.000694	0.619048	0.081217	0.002183	1	3	1
Bror Ragnvald Risan	0.001408	0.000599	1.000000	0.001878	0.000000	47	51	1
Ingvar Straume	0.001408	0.000599	1.000000	0.001878	0.000000	47	51	1
Randi Anita Næsheim	0.002817	0.001124	0.333333	0.002817	0.000004	47	51	2
Brynjulf Freberg	0.002817	0.000488	1.000000	0.105454	0.000000	8	8	1
Finn Haadem	0.002817	0.000488	1.000000	0.105454	0.000000	8	8	1
Ingrid Elvira Leisner	0.008451	0.001314	0.272727	0.113163	0.024758	8	8	2
Jan Anders Vestrum	0.002817	0.000488	1.000000	0.105454	0.000000	8	8	1
Camilla Elisabeth Magnus	0.004225	0.000661	1.000000	0.071355	0.000000	11	1	2
Eva Elisabet Kempe Forsberg	0.004225	0.000661	1.000000	0.071355	0.000000	11	1	2
Finn Jørgen Roll	0.004225	0.000661	1.000000	0.071355	0.000000	11	1	1
Haakon Ambjørndalen	0.004225	0.000661	1.000000	0.071355	0.000000	11	1	1
Jan Hillesland	0.004225	0.000661	1.000000	0.071355	0.000000	11	1	1
Reinhard Stephan Schiebeler	0.004225	0.000661	1.000000	0.071355	0.000000	11	1	1
Camilla Romero	0.002817	0.000704	1.000000	0.002817	0.000000	62	52	2
Kim Jensen	0.002817	0.000704	1.000000	0.002817	0.000000	62	52	1
Kim Romero Sanchez	0.002817	0.000704	1.000000	0.002817	0.000000	62	52	1
Steinar Aune	0.002817	0.000704	1.000000	0.002817	0.000000	62	52	1
Synnøve Jensen	0.002817	0.000704	1.000000	0.002817	0.000000	62	52	2
Camilla Røsjø	0.001408	0.000704	1.000000	0.001408	0.000000	106	97	2
Endre Røsjø	0.001408	0.000704	1.000000	0.001408	0.000000	106	97	1
Ole Bård Jacobsen	0.001408	0.000704	1.000000	0.001408	0.000000	106	97	1
Carl Anders Udden	0.002817	0.000704	1.000000	0.002817	0.000000	63	53	1
Jostein Christian Dalland	0.002817	0.000704	1.000000	0.002817	0.000000	63	53	1
Karin Judith Meyer	0.002817	0.000704	1.000000	0.002817	0.000000	63	53	2
Ragnhild Rønneberg	0.002817	0.000704	1.000000	0.002817	0.000000	63	53	2
Ragnvald Holm Lie	0.002817	0.000704	1.000000	0.002817	0.000000	63	53	1
Carl Arnold Johansen	0.002817	0.000569	1.000000	0.085686	0.000000	11	1	1
Ole Fredrik Anker-Rasch	0.002817	0.000569	1.000000	0.085686	0.000000	11	1	1
Ragnhild Merete Myhrstad	0.002817	0.000569	1.000000	0.085686	0.000000	11	1	2
Unni Irene Tenold	0.002817	0.000569	1.000000	0.085686	0.000000	11	1	2
Carl Astrup	0.001408	0.000530	1.000000	0.003169	0.000000	24	16	1
Jørgen Pran	0.001408	0.000530	1.000000	0.003169	0.000000	24	16	1
Carl Einar Ianssen	0.001408	0.000704	1.000000	0.001408	0.000000	107	98	1
Marianne Draugsvoll	0.001408	0.000704	1.000000	0.001408	0.000000	107	98	2
Tov Ole-Jacob Westby	0.001408	0.000704	1.000000	0.001408	0.000000	107	98	1
Carl Erik Krefting	0.001408	0.000599	1.000000	0.001878	0.000000	47	51	1
Christian Frederik Ness	0.001408	0.000599	1.000000	0.001878	0.000000	47	51	1
Carl Henrik Eriksen	0.002817	0.000725	1.000000	0.003169	0.000000	30	25	1
Eli Arnstad	0.002817	0.000725	1.000000	0.003169	0.000000	30	25	2
Mari Elisabeth Broman	0.002817	0.000725	1.000000	0.003169	0.000000	30	25	2
Peter Groth	0.002817	0.000725	1.000000	0.003169	0.000000	30	25	1
Tore Thorstensen	0.004225	0.001111	0.466667	0.004225	0.000008	30	25	1
Carl Jonas Birgersson	0.001408	0.000704	1.000000	0.001408	0.000000	108	99	1
Kerstin Louise Folvik	0.001408	0.000704	1.000000	0.001408	0.000000	108	99	2
Øyvind Sandaa	0.001408	0.000704	1.000000	0.001408	0.000000	108	99	1
Catharina Petronella Johanna Pos	0.001408	0.000704	1.000000	0.001408	0.000000	109	100	2
Hessel Halbesma	0.001408	0.000704	1.000000	0.001408	0.000000	109	100	1
Ronald Peter Moolenaar	0.001408	0.000704	1.000000	0.001408	0.000000	109	100	1
Cathrine Lønning Halle	0.004930	0.000634	1.000000	0.107107	0.000000	14	0	2
Cathrine Ulrichsen	0.004930	0.000634	1.000000	0.107107	0.000000	14	0	2
Didrik Johannes Vigsnæs	0.004930	0.000634	1.000000	0.107107	0.000000	14	0	1
Morten Sigval Bergesen	0.007746	0.000955	0.636364	0.114965	0.000477	14	0	1
Øyvin Anders Brøymer	0.011972	0.001544	0.338235	0.115120	0.004001	14	0	1
Øyvind Bjørn Kristiansen	0.004930	0.000634	1.000000	0.107107	0.000000	14	0	1
Svein Brustad	0.004930	0.000634	1.000000	0.107107	0.000000	14	0	1
Ditlev Gustav Wedell-Wedellsborg	0.002817	0.000460	1.000000	0.099226	0.000000	17	11	1
Frode Strand-Nielsen	0.005634	0.000947	0.428571	0.099302	0.003371	17	11	1
Indra Maria Åsander	0.002817	0.000460	1.000000	0.099226	0.000000	17	11	2
Christian Tunge	0.004225	0.000792	0.466667	0.096497	0.001764	9	6	1
Geir Inge Solberg	0.004225	0.000792	0.466667	0.096497	0.001764	9	6	1
Cecilie Astrup	0.002817	0.000562	1.000000	0.065441	0.000000	1	3	2
Inga Lise Lien Moldestad	0.005634	0.000906	0.428571	0.073399	0.003371	1	3	2
Jan Erik Clausen	0.002817	0.000562	1.000000	0.065441	0.000000	1	3	1
Paul Christian Rieber	0.002817	0.000562	1.000000	0.065441	0.000000	1	3	1
Trygve Arnesen	0.002817	0.000562	1.000000	0.065441	0.000000	1	3	1
Cecilie Astrup Fredriksen	0.007746	0.001061	0.490909	0.100827	0.003032	5	4	2
Celina Midelfart	0.004930	0.000658	1.000000	0.098274	0.000000	5	4	2
Fredrik Halvorsen	0.002817	0.000488	1.000000	0.089082	0.000000	10	4	1
Leif Frode Onarheim	0.004930	0.000658	1.000000	0.098274	0.000000	5	4	1
Michael Parker	0.004930	0.000658	1.000000	0.098274	0.000000	5	4	1
