m#node	C#degree	C#pagerank	C#clustering	C#closeness	C#betweenness	D#leiden	D#infomap	cD#class
java.lang.Compiler	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.ConditionalSpecialCasing	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.Deprecated	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	19
java.lang.Double	0.003300	0.000309	0.800000	0.476715	0.000000	0	0	19
java.lang.Enum	0.010561	0.000852	0.366667	0.478976	0.000019	3	0	19
java.lang.EnumConstantNotPresentException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.Error	0.010561	0.000784	0.616667	0.478673	0.000006	1	1	19
java.lang.Exception	0.043564	0.003067	0.167366	0.487138	0.001273	1	1	19
java.lang.ExceptionInInitializerError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	19
java.lang.Float	0.003960	0.000362	0.733333	0.476865	0.000001	0	0	19
java.lang.IllegalAccessError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.IllegalAccessException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	19
java.lang.IllegalArgumentException	0.011221	0.000828	0.588235	0.478824	0.000007	1	1	19
java.lang.IllegalMonitorStateException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.IllegalStateException	0.015182	0.001106	0.458498	0.479734	0.000017	1	1	19
java.lang.IllegalThreadStateException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	19
java.lang.IncompatibleClassChangeError	0.007921	0.000607	0.757576	0.478069	0.000002	1	1	19
java.lang.IndexOutOfBoundsException	0.005941	0.000467	0.888889	0.477617	0.000000	1	1	19
java.lang.InheritableThreadLocal	0.002640	0.000282	1.000000	0.476565	0.000000	0	0	19
java.lang.InstantiationError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.InstantiationException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	19
java.lang.Integer	0.004620	0.000420	0.666667	0.477015	0.000001	0	0	19
java.lang.InternalError	0.005281	0.000424	0.928571	0.477466	0.000000	1	1	19
java.lang.InterruptedException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	19
java.lang.Iterable	0.002640	0.000265	0.500000	0.333260	0.000001	3	5	19
java.lang.LinkageError	0.009241	0.000693	0.681319	0.478371	0.000003	1	1	19
java.lang.Long	0.003300	0.000309	0.800000	0.476715	0.000000	0	0	19
java.lang.Math	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.NegativeArraySizeException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.NoClassDefFoundError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	19
java.lang.NoSuchFieldError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.NoSuchFieldException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	19
java.lang.NoSuchMethodError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.NoSuchMethodException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	19
java.lang.NullPointerException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.Number	0.011221	0.000894	0.360294	0.478976	0.000021	0	0	19
java.lang.NumberFormatException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	19
java.lang.Object	0.850825	0.061993	0.008193	0.867201	0.321416	1	0	19
java.lang.OutOfMemoryError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.Override	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	19
java.lang.Package	0.003960	0.000375	0.733333	0.476865	0.000018	0	14	19
java.lang.Process	0.004620	0.000398	0.809524	0.477466	0.000001	0	20	19
java.lang.ProcessBuilder	0.004620	0.000393	0.523810	0.477617	0.000005	0	20	19
java.lang.ProcessEnvironment	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.ProcessImpl	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.Readable	0.001980	0.000226	0.333333	0.328633	0.000000	7	39	19
java.lang.Runnable	0.012541	0.001076	0.099415	0.329850	0.000080	3	15	19
java.lang.Runtime	0.005281	0.000441	0.714286	0.478220	0.000003	0	20	19
java.lang.RuntimeException	0.024422	0.001727	0.300300	0.482177	0.000062	1	1	19
java.lang.RuntimePermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	19
java.lang.SecurityException	0.005941	0.000466	0.888889	0.477617	0.000000	1	1	19
java.lang.SecurityManager	0.006601	0.000539	0.666667	0.477918	0.000004	3	33	19
java.lang.Short	0.003300	0.000309	0.800000	0.476715	0.000000	0	0	19
java.lang.Shutdown	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.StackOverflowError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.StackTraceElement	0.003300	0.000317	0.800000	0.476865	0.000000	0	0	19
java.lang.StrictMath	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.String	0.867987	0.063789	0.007910	0.881326	0.355883	0	0	19
java.lang.StringBuffer	0.012541	0.000933	0.374269	0.479279	0.000067	7	22	19
java.lang.StringBuilder	0.005281	0.000431	0.678571	0.477466	0.000038	4	3	19
java.lang.StringCoding	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.StringIndexOutOfBoundsException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	19
java.lang.SuppressWarnings	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	19
java.lang.System	0.006601	0.000529	0.488889	0.478824	0.000348	8	28	19
java.lang.SystemClassLoaderAction	0.002640	0.000287	0.666667	0.476565	0.000010	0	36	19
java.lang.Terminator	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.Thread	0.013201	0.001026	0.315789	0.480190	0.000495	3	33	19
java.lang.ThreadDeath	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	19
java.lang.ThreadGroup	0.005941	0.000488	0.805556	0.477617	0.000001	3	33	19
java.lang.ThreadLocal	0.002640	0.000282	1.000000	0.476565	0.000000	0	0	19
java.lang.Throwable	0.166997	0.011458	0.047274	0.518836	0.004629	1	1	19
java.lang.TypeNotPresentException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	19
java.lang.UnknownError	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	19
java.lang.UnsatisfiedLinkError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	19
java.lang.UnsupportedClassVersionError	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	19
java.lang.UnsupportedOperationException	0.005941	0.000467	0.888889	0.477617	0.000000	1	1	19
java.lang.VerifyError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	19
java.lang.VirtualMachineError	0.007261	0.000560	0.800000	0.477918	0.000001	1	1	19
java.lang.Void	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	19
java.lang.annotation.Annotation	0.011221	0.001012	0.352941	0.478522	0.000038	0	14	20
java.lang.annotation.AnnotationFormatError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	20
java.lang.annotation.AnnotationTypeMismatchException	0.005281	0.000424	0.821429	0.477466	0.000001	1	1	20
java.lang.annotation.Documented	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	20
java.lang.annotation.ElementType	0.002640	0.000267	1.000000	0.476565	0.000000	0	0	20
java.lang.annotation.IncompleteAnnotationException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	20
java.lang.annotation.Inherited	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	20
java.lang.annotation.Retention	0.003300	0.000327	0.900000	0.476715	0.000000	0	0	20
java.lang.annotation.RetentionPolicy	0.003300	0.000323	0.900000	0.476715	0.000000	0	0	20
java.lang.annotation.Target	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	20
java.lang.instrument.ClassDefinition	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	21
java.lang.instrument.ClassFileTransformer	0.003300	0.000322	0.900000	0.470497	0.000000	0	16	21
java.lang.instrument.IllegalClassFormatException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	21
java.lang.instrument.Instrumentation	0.003960	0.000362	0.800000	0.476865	0.000004	0	16	21
java.lang.instrument.UnmodifiableClassException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	21
java.lang.management.ClassLoadingMXBean	0.000660	0.000171	0.000000	0.323511	0.000000	0	27	22
java.lang.management.CompilationMXBean	0.001320	0.000212	1.000000	0.469331	0.000000	0	27	22
java.lang.management.GarbageCollectorMXBean	0.001320	0.000244	1.000000	0.468750	0.000000	0	45	22
java.lang.management.LockInfo	0.003300	0.000343	0.900000	0.476865	0.000000	0	27	22
java.lang.management.ManagementFactory	0.006601	0.000849	0.177778	0.478069	0.002678	0	27	22
java.lang.management.ManagementPermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	22
java.lang.management.MemoryMXBean	0.001320	0.000236	0.000000	0.323787	0.000001	0	27	22
java.lang.management.MemoryManagerMXBean	0.001320	0.000244	1.000000	0.468750	0.000000	0	45	22
java.lang.management.MemoryNotificationInfo	0.002640	0.000287	1.000000	0.476715	0.000000	0	27	22
java.lang.management.MemoryPoolMXBean	0.001980	0.000263	0.666667	0.469040	0.000000	0	27	22
java.lang.management.MemoryType	0.003300	0.000342	0.700000	0.476715	0.000008	0	0	22
java.lang.management.MemoryUsage	0.003960	0.000458	0.466667	0.477015	0.000660	0	27	22
java.lang.management.MonitorInfo	0.003300	0.000334	0.900000	0.476715	0.000000	0	27	22
java.lang.management.OperatingSystemMXBean	0.001320	0.000212	1.000000	0.469331	0.000000	0	27	22
java.lang.management.RuntimeMXBean	0.002640	0.000290	0.333333	0.471669	0.000003	3	5	22
java.lang.management.ThreadInfo	0.003300	0.000380	0.600000	0.476865	0.000653	0	27	22
java.lang.management.ThreadMXBean	0.001320	0.000236	0.000000	0.323718	0.000001	0	27	22
java.lang.ref.FinalReference	0.003960	0.000386	0.866667	0.476865	0.000000	0	37	23
java.lang.ref.Finalizer	0.002640	0.000276	1.000000	0.476565	0.000000	0	37	23
java.lang.ref.PhantomReference	0.003300	0.000327	1.000000	0.476715	0.000000	0	37	23
java.lang.ref.Reference	0.005281	0.000496	0.785714	0.477165	0.000001	0	37	23
java.lang.ref.ReferenceQueue	0.005281	0.000496	0.785714	0.477165	0.000001	0	37	23
java.lang.ref.SoftReference	0.003300	0.000327	1.000000	0.476715	0.000000	0	37	23
java.lang.ref.WeakReference	0.003300	0.000327	1.000000	0.476715	0.000000	0	37	23
java.lang.reflect.AccessibleObject	0.005281	0.000496	0.714286	0.477165	0.000018	0	14	24
java.lang.reflect.AnnotatedElement	0.002640	0.000296	0.833333	0.457014	0.000000	0	14	24
java.lang.reflect.Array	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	24
java.lang.reflect.Constructor	0.005941	0.000562	0.527778	0.477466	0.000024	0	14	24
java.lang.reflect.Field	0.005281	0.000541	0.571429	0.477617	0.000079	0	14	24
java.lang.reflect.GenericArrayType	0.000660	0.000202	0.000000	0.314446	0.000000	0	14	24
java.lang.reflect.GenericDeclaration	0.002640	0.000332	0.333333	0.457704	0.000002	0	14	24
java.lang.reflect.GenericSignatureFormatError	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	24
java.lang.reflect.InvocationHandler	0.003300	0.000348	0.600000	0.466441	0.000001	0	14	24
java.lang.reflect.InvocationTargetException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	24
java.lang.reflect.MalformedParameterizedTypeException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	24
java.lang.reflect.Member	0.003300	0.000341	0.700000	0.470497	0.000000	0	14	24
java.lang.reflect.Method	0.013201	0.001173	0.268421	0.480190	0.000180	0	14	24
java.lang.reflect.Modifier	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	24
java.lang.reflect.ParameterizedType	0.000660	0.000202	0.000000	0.314446	0.000000	0	14	24
java.lang.reflect.Proxy	0.003960	0.000362	0.600000	0.477015	0.000010	0	0	24
java.lang.reflect.ReflectAccess	0.003960	0.000382	0.800000	0.476865	0.000000	0	14	24
java.lang.reflect.ReflectPermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	24
java.lang.reflect.Type	0.004620	0.000853	0.095238	0.458535	0.003959	0	14	24
java.lang.reflect.TypeVariable	0.001980	0.000314	0.000000	0.470059	0.000053	0	14	24
java.lang.reflect.UndeclaredThrowableException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	24
java.lang.reflect.WildcardType	0.000660	0.000202	0.000000	0.314446	0.000000	0	14	24
java.math.BigDecimal	0.009901	0.000754	0.400000	0.479127	0.000021	8	13	25
java.math.BigInteger	0.025083	0.002177	0.152205	0.483254	0.001605	11	12	25
java.math.BitSieve	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	25
java.math.MathContext	0.003960	0.000349	0.800000	0.477015	0.000001	7	0	25
java.math.MutableBigInteger	0.002640	0.000282	1.000000	0.476565	0.000000	0	0	25
java.math.RoundingMode	0.005941	0.000485	0.666667	0.477316	0.000002	7	22	25
java.math.SignedMutableBigInteger	0.002640	0.000282	1.000000	0.476565	0.000000	0	0	25
java.net.Authenticator	0.003960	0.000366	0.800000	0.476865	0.000001	0	0	26
java.net.BindException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	26
java.net.CacheRequest	0.003300	0.000311	0.900000	0.477165	0.000000	0	0	26
java.net.CacheResponse	0.004620	0.000395	0.761905	0.477466	0.000001	0	0	26
java.net.ConnectException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	26
java.net.ContentHandler	0.003960	0.000376	0.800000	0.476865	0.000005	0	7	26
java.net.ContentHandlerFactory	0.003300	0.000326	0.700000	0.469331	0.000000	0	7	26
java.net.CookieHandler	0.003960	0.000361	0.800000	0.477466	0.000001	0	20	26
java.net.CookieManager	0.005281	0.000493	0.500000	0.477767	0.000786	0	20	26
java.net.CookiePolicy	0.001980	0.000253	0.333333	0.324550	0.000000	0	20	26
java.net.CookieStore	0.002640	0.000292	0.333333	0.330281	0.000001	0	20	26
java.net.DatagramPacket	0.004620	0.000413	0.952381	0.477165	0.000000	9	18	26
java.net.DatagramSocket	0.005941	0.000532	0.722222	0.477918	0.000441	9	18	26
java.net.DatagramSocketImpl	0.003960	0.000429	0.466667	0.477015	0.000449	0	0	26
java.net.DatagramSocketImplFactory	0.001980	0.000259	0.333333	0.323856	0.000000	9	18	26
java.net.FactoryURLClassLoader	0.005281	0.000431	0.857143	0.477466	0.000001	0	16	26
java.net.FileNameMap	0.002640	0.000272	0.833333	0.469186	0.000000	0	7	26
java.net.HttpCookie	0.004620	0.000433	0.238095	0.477466	0.000808	0	20	26
java.net.HttpRetryException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	26
java.net.HttpURLConnection	0.007261	0.000582	0.527273	0.478220	0.000018	0	7	26
java.net.IDN	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	26
java.net.Inet4Address	0.003300	0.000315	1.000000	0.476715	0.000000	9	18	26
java.net.Inet4AddressImpl	0.003960	0.000373	0.866667	0.476865	0.000005	9	18	26
java.net.Inet6Address	0.003300	0.000315	1.000000	0.476715	0.000000	9	18	26
java.net.Inet6AddressImpl	0.003960	0.000373	0.866667	0.476865	0.000005	9	18	26
java.net.InetAddress	0.013201	0.001080	0.336842	0.479582	0.000040	9	18	26
java.net.InetAddressContainer	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	26
java.net.InetAddressImpl	0.003300	0.000339	0.900000	0.469476	0.000000	9	18	26
java.net.InetAddressImplFactory	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	26
java.net.InetSocketAddress	0.003300	0.000313	0.900000	0.476715	0.000000	9	18	26
java.net.InterfaceAddress	0.002640	0.000268	1.000000	0.476565	0.000000	0	0	26
java.net.JarURLConnection	0.009901	0.000758	0.476190	0.478976	0.000026	0	7	26
java.net.MalformedURLException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	26
java.net.MulticastSocket	0.006601	0.000580	0.666667	0.478069	0.000444	9	18	26
java.net.NetPermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	26
java.net.NetworkInterface	0.007921	0.000668	0.484848	0.478069	0.000019	9	18	26
java.net.NoRouteToHostException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	26
java.net.Parts	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	26
java.net.PasswordAuthentication	0.002640	0.000274	1.000000	0.476565	0.000000	0	0	26
java.net.PlainDatagramSocketImpl	0.002640	0.000283	1.000000	0.476715	0.000000	0	0	26
java.net.PlainSocketImpl	0.003960	0.000395	0.866667	0.477165	0.000001	0	30	26
java.net.PortUnreachableException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	26
java.net.ProtocolException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	26
java.net.Proxy	0.003960	0.000354	0.866667	0.477015	0.000000	9	18	26
java.net.ProxySelector	0.004620	0.000395	0.619048	0.477466	0.000004	0	0	26
java.net.ResponseCache	0.005281	0.000454	0.642857	0.477767	0.000004	0	0	26
java.net.SecureCacheResponse	0.005281	0.000439	0.535714	0.477918	0.000007	3	0	26
java.net.ServerSocket	0.006601	0.000590	0.511111	0.477918	0.000647	9	18	26
java.net.Socket	0.008581	0.000720	0.448718	0.479279	0.000470	9	18	26
java.net.SocketAddress	0.009241	0.000750	0.472527	0.479127	0.000015	9	18	26
java.net.SocketException	0.007261	0.000559	0.800000	0.477918	0.000001	1	1	26
java.net.SocketImpl	0.003960	0.000424	0.466667	0.477015	0.000442	0	0	26
java.net.SocketImplFactory	0.001980	0.000256	0.333333	0.324550	0.000000	9	18	26
java.net.SocketInputStream	0.003960	0.000365	0.933333	0.477617	0.000000	0	30	26
java.net.SocketOptions	0.001980	0.000261	0.666667	0.465152	0.000000	0	0	26
java.net.SocketOutputStream	0.003960	0.000365	0.933333	0.477617	0.000000	0	30	26
java.net.SocketPermission	0.003960	0.000346	0.933333	0.477015	0.000000	0	9	26
java.net.SocketPermissionCollection	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	26
java.net.SocketTimeoutException	0.004620	0.000380	0.952381	0.477316	0.000000	1	1	26
java.net.SocksConsts	0.000660	0.000165	0.000000	0.323028	0.000000	0	30	26
java.net.SocksSocketImpl	0.003960	0.000465	0.666667	0.477015	0.001320	0	30	26
java.net.URI	0.010561	0.000915	0.333333	0.479127	0.001449	0	20	26
java.net.URISyntaxException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	26
java.net.URL	0.026403	0.001880	0.198718	0.488080	0.000260	0	16	26
java.net.URLClassLoader	0.006601	0.000537	0.733333	0.477767	0.000009	0	16	26
java.net.URLConnection	0.009901	0.000782	0.485714	0.478824	0.000026	0	7	26
java.net.URLDecoder	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	26
java.net.URLEncoder	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	26
java.net.URLStreamHandler	0.003300	0.000321	0.800000	0.476715	0.000006	0	16	26
java.net.URLStreamHandlerFactory	0.002640	0.000280	0.833333	0.469186	0.000000	0	16	26
java.net.UnknownContentHandler	0.003300	0.000319	1.000000	0.476715	0.000000	0	7	26
java.net.UnknownHostException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	26
java.net.UnknownServiceException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	26
java.nio.Bits	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	27
java.nio.Buffer	0.050165	0.003570	0.125614	0.488710	0.000441	4	3	27
java.nio.BufferOverflowException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	27
java.nio.BufferUnderflowException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	27
java.nio.ByteBuffer	0.019802	0.001440	0.349425	0.481870	0.001861	4	3	27
java.nio.ByteBufferAsCharBufferB	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.ByteBufferAsCharBufferL	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.ByteBufferAsCharBufferRB	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.ByteBufferAsCharBufferRL	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.ByteBufferAsDoubleBufferB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsDoubleBufferL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsDoubleBufferRB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsDoubleBufferRL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsFloatBufferB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsFloatBufferL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsFloatBufferRB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsFloatBufferRL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsIntBufferB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsIntBufferL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsIntBufferRB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsIntBufferRL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsLongBufferB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsLongBufferL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsLongBufferRB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsLongBufferRL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsShortBufferB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsShortBufferL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsShortBufferRB	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteBufferAsShortBufferRL	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.ByteOrder	0.050165	0.003570	0.125614	0.488710	0.000441	4	3	27
java.nio.CharBuffer	0.025743	0.001842	0.263158	0.483099	0.000601	4	3	27
java.nio.DirectByteBuffer	0.009241	0.000669	0.824176	0.479127	0.000001	4	3	27
java.nio.DirectByteBufferR	0.009241	0.000669	0.824176	0.479127	0.000001	4	3	27
java.nio.DirectCharBufferRS	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.DirectCharBufferRU	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.DirectCharBufferS	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.DirectCharBufferU	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.DirectDoubleBufferRS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectDoubleBufferRU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectDoubleBufferS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectDoubleBufferU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectFloatBufferRS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectFloatBufferRU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectFloatBufferS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectFloatBufferU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectIntBufferRS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectIntBufferRU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectIntBufferS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectIntBufferU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectLongBufferRS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectLongBufferRU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectLongBufferS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectLongBufferU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectShortBufferRS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectShortBufferRU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectShortBufferS	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DirectShortBufferU	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.DoubleBuffer	0.014521	0.001063	0.458874	0.480038	0.000022	4	3	27
java.nio.FloatBuffer	0.014521	0.001063	0.458874	0.480038	0.000022	4	3	27
java.nio.HeapByteBuffer	0.008581	0.000629	0.794872	0.478976	0.000001	4	3	27
java.nio.HeapByteBufferR	0.008581	0.000629	0.794872	0.478976	0.000001	4	3	27
java.nio.HeapCharBuffer	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.HeapCharBufferR	0.005941	0.000467	0.722222	0.477617	0.000036	4	3	27
java.nio.HeapDoubleBuffer	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapDoubleBufferR	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapFloatBuffer	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapFloatBufferR	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapIntBuffer	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapIntBufferR	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapLongBuffer	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapLongBufferR	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapShortBuffer	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.HeapShortBufferR	0.004620	0.000390	0.952381	0.477015	0.000000	4	3	27
java.nio.IntBuffer	0.014521	0.001063	0.458874	0.480038	0.000022	4	3	27
java.nio.InvalidMarkException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	27
java.nio.LongBuffer	0.014521	0.001063	0.458874	0.480038	0.000022	4	3	27
java.nio.MappedByteBuffer	0.009901	0.000716	0.752381	0.479279	0.000003	4	3	27
java.nio.ReadOnlyBufferException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	27
java.nio.ShortBuffer	0.014521	0.001063	0.458874	0.480038	0.000022	4	3	27
java.nio.StringCharBuffer	0.005281	0.000423	0.642857	0.477466	0.000036	4	3	27
java.nio.channels.AlreadyConnectedException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.AsynchronousCloseException	0.005281	0.000426	0.928571	0.477466	0.000000	1	1	28
java.nio.channels.ByteChannel	0.003960	0.000390	0.466667	0.327285	0.000003	9	19	28
java.nio.channels.CancelledKeyException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.Channel	0.005281	0.000544	0.107143	0.326649	0.000030	9	19	28
java.nio.channels.Channels	0.007261	0.000588	0.381818	0.479279	0.000759	4	31	28
java.nio.channels.ClosedByInterruptException	0.004620	0.000380	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.ClosedChannelException	0.005281	0.000420	0.928571	0.477466	0.000000	1	1	28
